0.0,0.0.1,33.03852,-201.0,0.0.2,0.0.3,30.897839,-201.0.1,0.0.4,0.0.5,30.461338,-201.0.2,0.0.6,1.8652929,25.814247,-185.53847,0.017682578,24.77261,25.191927,-0.56265116,0.026421787,25.756826,25.447453,0.8517031,0.002135863,10.450006,18.237238,-120.76198,0.011712982,19.465256,27.5329,-54.44965,0.009624525,25.254082,24.60239,-6.9612117,0.010778128,23.662453,29.402443,0.21167786,0.004732659,17.278751,20.789808,-51.402725,0.0041503217,6.454394,26.265104,-139.65892,0.0.7,0.0.8,25.957876,-201.0.3,0.0.9,0.0.10,27.27648,-201.0.4,0.0.11,0.0.12,27.870718,-201.0.5,0.0.13,0.0.14,31.154406,-201.0.6,0.0.15,0.0.16,29.343647,-201.0.7,0.0.17,0.0.18,31.223152,-201.0.8,0.0.19,0.0.20,31.478596,-201.0.9,0.0.21,0.0.22,30.28347,-201.0.10
0.0,0.0,24.281565,-201.0,0.011051475,22.166422,7.961442,-35.190895,0.08768293,32.625076,18.339397,-11.406139,0.0081150085,27.493023,25.173166,-63.63238,0.0048913057,4.1724787,5.1701293,-173.82285,0.11829515,25.88806,15.930811,-52.87453,0.004620344,22.42402,21.786526,-67.011566,0.007942053,11.151254,27.111668,-129.12459,0.0,0.0,19.182526,-201.0,0.0025743002,3.5880415,16.893652,-170.68004,0.011554975,17.572142,26.695982,-63.83541,0.00893514,22.68182,24.408474,-59.72612,0.0047600525,19.1024,4.6171923,-102.939224,0.029267091,25.518583,5.5519404,-87.145744,0.030055152,37.376614,12.426885,-6.9685106,0.016751979,39.207565,8.772366,-10.036787,0.02695677,41.06983,16.050076,11.132454,0.101495795,42.03565,23.919844,-19.773897,0.0,0.0,16.320742,-196.74985,0.0,0.0,17.093563,-201.0
0.0,13.902319,23.052692,-125.66103,0.014889477,34.551563,15.083957,-0.06469498,0.0014457402,23.31931,14.348195,-49.30909,0.013294799,32.12841,15.966291,-21.899603,0.0,4.2871,28.08417,-182.54895,0.01393118,39.481075,16.137518,-6.858078,0.039998554,36.28141,24.597467,-14.118495,0.013225268,13.224992,7.298672,-139.14246,0.0031875544,7.576055,16.16103,-158.04938,0.014415188,16.794273,12.937513,-109.35252,0.016647512,29.101385,7.442238,-64.21691,0.006244466,18.952991,18.254494,-102.710106,0.051929336,25.005224,23.00487,-56.658203,0.02659912,38.830315,7.2207794,-28.648645,0.0,0.0,-1.7341628,-201.0,0.020732332,19.074423,1.0990708,-97.7668,0.020263053,33.424164,14.412756,-0.9546069,0.0123783555,21.785482,23.976067,-39.70903,0.0,0.0,18.32121,-201.0,0.0,0.0,1.9793214,-201.0
0.0,0.0,30.056553,-201.0,0.026241232,11.6686,14.703481,-127.50945,0.0,0.0,1.8506927,-201.0,0.0,0.0,19.120953,-201.0,0.006626986,36.476727,18.601248,-3.1645486,0.010665829,36.889618,27.132713,-3.4242628,0.0028812266,20.14988,10.806121,-90.62686,0.013453341,34.200924,22.053967,-1.9340984,0.0023485266,34.509552,42.52187,-5.715742,0.009003759,24.652668,28.518278,-76.75585,0.0,2.9759243,15.097715,-185.65517,0.011159273,36.903275,20.283596,-1.540455,0.020018807,18.007118,25.965828,-99.82084,0.0019993982,5.9029164,21.89834,-151.19069,0.0,0.0,28.888887,-201.0,0.0,0.0,28.283447,-201.0,0.0055637145,20.591635,13.5455265,-84.55887,0.0015639545,14.131909,19.30665,-117.724144,0.012566744,16.163918,26.19572,-99.730675,0.0,0.0,33.059017,-201.0
0.0,11.643573,29.558613,-131.82727,0.120646596,33.594124,31.283524,-8.428948,0.004859103,28.900854,23.969362,-41.65409,0.0002552354,9.912604,22.322851,-151.71436,0.011060837,28.377804,31.031683,-45.599182,0.00499048,17.551949,18.088022,-102.97048,0.0036485665,16.179394,29.606243,-111.15437,0.0025344172,13.136604,12.072413,-121.71973,0.017351199,31.12141,31.874151,-8.7752285,0.010829702,30.369278,39.947113,-5.5264463,0.012204482,30.626087,32.60012,-8.201787,0.013340542,30.425573,26.92159,-15.82648,0.015694385,18.563396,26.494787,-82.171646,0.012091312,30.728394,27.832747,-17.815607,0.017371325,31.435562,28.67193,-23.508492,0.008435627,31.351522,31.924725,-16.808987,0.072817795,18.418274,20.38069,-60.533684,0.024217058,18.051266,28.003664,-86.16535,0.0180909,18.918095,31.368256,-77.41075,0.0,0.0,25.119385,-201.0
0.0,0.0,31.791203,-201.0,0.0,0.0,29.676422,-192.91507,0.013383207,29.584242,21.863426,-16.373844,0.03668769,31.128498,22.366013,-3.189919,0.041296765,11.004032,23.825005,-128.23293,0.011581846,35.193657,31.964285,-21.88658,0.01564888,32.458344,26.832928,-19.73965,0.0058518853,14.072811,24.025053,-116.344765,0.0,3.6842828,24.3449,-175.78862,0.04442202,24.111092,18.84642,-49.735283,0.0,0.0,23.819973,-193.70546,0.027690588,30.81173,25.24665,-13.487386,0.037441485,28.335012,18.591318,-4.2727175,0.009682969,28.975191,13.796943,-17.269299,0.0,0.0,-9.464286,-194.3827,0.0,0.0,-0.9142828,-201.0,0.02321573,21.022959,19.239603,-52.065506,0.0137383,23.30642,34.992043,-47.41384,0.0,0.0,22.179844,-201.0,0.0,0.0,24.547167,-201.0
0.0,0.0,34.046925,-201.0,0.0,0.0,32.988503,-201.0,0.0,0.0,32.666637,-201.0,0.0057545,6.606927,34.65683,-113.687035,0.01015238,7.9808397,32.956,-100.09998,0.0,0.0,31.328192,-195.77309,0.022284102,26.741968,14.534749,-66.609055,0.01161154,23.883387,24.57158,-84.770645,0.008573144,18.845045,13.982748,-117.50339,0.00395715,10.87863,10.413363,-141.86804,0.0041492935,14.3773365,10.8181095,-125.88408,0.0,0.0,12.002627,-201.0,0.0,6.6279573,16.976223,-163.54115,0.0,3.3025575,12.59934,-180.9173,0.0,0.0,11.540058,-201.0,0.0,0.0,13.585112,-201.0,0.0,0.0,18.934305,-201.0,0.0,0.0,18.012688,-201.0,0.0,0.0,33.089706,-201.0,0.0,0.0,33.140118,-201.0
0.0,0.0,30.661781,-201.0,0.0,0.0,30.957483,-201.0,0.0,0.0,30.4752,-201.0,0.0,0.0,30.602682,-201.0,0.0,0.0,30.915575,-201.0,0.0052801017,9.922211,24.834929,-135.89659,0.0,2.0086,19.448324,-186.58823,0.013918841,13.105042,24.169748,-106.701485,0.0,0.0,25.542822,-196.42407,0.012085387,7.5522094,25.883951,-155.88872,0.0,0.0,24.655722,-201.0,0.004902583,8.738949,30.425074,-131.8436,0.0012458902,7.4786024,33.69032,-136.8779,0.013557056,25.043125,31.47766,-4.68362,0.003486711,6.979747,30.3147,-142.62103,0.0,0.0,22.388649,-201.0,0.0,0.0,23.090387,-201.0,0.0,0.0,30.169664,-201.0,0.0,0.0,32.632206,-201.0,0.0,0.0,33.135612,-201.0
0.0,0.0,33.074303,-201.0,0.0,0.0,30.849768,-201.0,0.0,0.0,31.08114,-201.0,0.0,0.0,30.01372,-201.0,0.0,0.0,32.821262,-201.0,0.0,0.0,30.574469,-201.0,0.0,0.0,25.649927,-201.0,0.01868091,21.808176,23.51126,-71.50757,0.014957521,13.359878,15.843506,-122.93383,0.005826917,18.717525,18.702005,-86.5176,0.016704762,33.001446,14.737095,-1.7063422,0.012397998,24.69919,16.586031,-52.339947,0.0014545177,11.078906,10.813884,-135.65437,0.012253293,33.131176,6.3933716,-1.6187787,0.0025335809,13.672696,12.201839,-119.80267,0.0,0.0,17.704617,-201.0,0.0,0.0,15.965566,-201.0,0.0,0.0,31.21477,-201.0,0.0,0.0,34.60059,-201.0,0.0,0.0,35.71472,-201.0
0.0,0.0,28.603605,-201.0,0.0,0.0,21.380224,-201.0,0.0032781584,26.488787,23.787905,-36.623466,0.02796244,31.80448,40.010433,-4.061062,0.0059815524,3.0793686,29.222437,-182.78123,0.0014754813,11.25283,26.48806,-149.3344,0.0069844886,13.352116,30.308846,-127.117424,0.028567791,36.54927,25.814123,2.193615,0.0011353602,3.3864088,27.140728,-182.72728,0.0,0.0,33.32626,-201.0,0.0,0.0,27.247969,-201.0,0.0,0.0,10.864678,-201.0,0.0,0.0,21.84331,-201.0,0.0,0.0,21.591816,-201.0,0.0,0.0,27.355711,-201.0,0.0,0.0,24.500862,-201.0,0.0,0.0,26.88078,-201.0,0.0,0.0,29.756042,-201.0,0.0,0.0,29.814257,-201.0,0.0,0.0,26.985312,-201.0
0.0,0.0,32.11591,-201.0,0.001823021,20.207567,23.13949,-94.33414,0.0025842085,10.168238,24.938036,-146.05263,0.009428068,22.235003,20.765917,-74.52666,0.004010292,34.778988,32.308968,3.2505944,0.0041516637,35.247917,29.651594,10.680238,0.008576261,35.979767,28.436863,-6.9696717,0.0035804934,13.019059,24.66676,-132.24205,0.0,0.0,22.951319,-201.0,0.004665061,18.86364,19.047575,-94.201195,0.009657626,32.80787,23.639282,5.982036,0.004129557,17.14495,18.19009,-91.80911,0.0,0.0,28.058569,-201.0,0.0,0.0,19.737673,-201.0,0.0,0.0,20.126558,-201.0,0.0,0.0,35.00035,-201.0,0.0,0.0,33.692265,-201.0,0.0,3.4674041,33.428215,-152.86359,0.0,0.0,32.71266,-201.0,0.0,0.0,31.813568,-201.0
0.0,0.0,34.030712,-201.0,0.0,0.0,5.9200296,-196.67404,0.023593524,37.54412,20.490828,-33.423176,0.008422228,21.347513,20.35086,-99.57392,0.0,10.331916,15.221939,-148.26604,0.043908738,37.10812,19.979937,-15.101546,0.028998638,37.60446,26.614408,-8.378113,0.019534038,11.4857025,22.722883,-140.1791,0.002618226,14.744895,17.825914,-137.6871,0.01279145,33.371674,15.81393,-34.389732,0.015459645,33.15371,31.586805,-35.312046,0.008817396,32.352978,16.125956,-50.799488,0.0,0.0,17.529732,-201.0,0.0,0.0,25.0673,-196.79549,0.031043602,41.474625,18.361603,-31.352177,0.017191086,35.7234,27.468502,-52.935375,0.016469734,34.55614,21.161911,-34.246803,0.04782765,40.58772,28.77396,-26.126034,0.031182451,28.521961,20.045538,-63.945232,0.050775923,27.099615,25.700216,-49.011566
0.009995673,30.888708,19.740417,-22.178852,0.009939414,20.756786,30.058142,-70.52684,0.012500036,32.340317,13.0009365,-11.4978695,0.047668587,35.680855,40.31394,-18.926998,0.0010094391,3.375104,-3.0895202,-188.03448,0.018527607,30.525146,22.275537,-39.589333,0.0037391582,40.14704,31.699581,-43.907635,0.0049220975,20.637712,38.24257,-108.09461,0.008695169,22.136246,23.514997,-80.00709,0.02075907,22.845808,29.551361,-94.867424,0.0042322716,17.689222,20.280169,-131.11446,0.02672723,46.480606,22.53364,0.63187444,0.00870161,41.20671,16.465336,-14.482583,0.016073665,22.233442,21.523722,-100.282455,0.013353738,46.30456,14.830153,5.747557,0.007178191,40.543335,22.925968,-20.96171,0.076348096,20.126421,36.528313,-98.07822,0.0,0.0,24.812105,-201.0,0.0,0.0,25.41068,-201.0,0.0,0.0,28.333464,-201.0
0.0,3.8642755,35.10366,-146.8888,0.0,0.0,33.58629,-201.0,0.0,0.0,25.067757,-201.0,0.0,15.172909,14.132732,-138.71684,0.01250043,37.262577,21.324713,-48.363857,0.005017289,51.19851,11.634848,-18.846786,0.022679562,39.04562,15.31963,-50.804104,0.0039360304,43.78929,11.829344,-23.385502,0.0,0.0,7.304528,-201.0,0.011535667,37.99183,8.428934,-56.8105,0.009302517,33.68476,28.074474,-77.60646,0.0,0.0,19.747839,-201.0,0.0,0.0,9.048939,-201.0,0.012070518,26.61172,20.646725,-44.021828,0.003465097,16.001339,20.471098,-100.724144,0.02131667,30.104292,21.723816,3.5522647,0.0,0.0,18.31365,-193.96928,0.0,1.288415,20.66267,-182.98323,0.0,2.8252378,35.43928,-163.04205,0.0,0.0,35.422203,-201.0
0.0,0.0,26.815205,-201.0,0.0,0.0,30.541052,-201.0,0.0,0.0,30.050137,-201.0,0.0,0.0,30.315851,-201.0,0.0,0.0,31.332825,-201.0,0.029577216,29.548687,31.353334,-23.049528,0.003921497,4.599412,16.878181,-175.18303,0.003653737,23.048666,23.330935,-50.955654,0.0027646194,12.872042,26.372368,-115.17159,0.0,5.9225707,20.236835,-169.98045,0.009235969,24.400581,17.669458,-57.31229,0.009668895,28.762861,23.742956,-33.439877,0.029100865,33.774654,28.771715,-6.33282,0.013921371,21.75221,24.834255,-81.46412,0.0,0.0,22.399353,-201.0,0.0,0.0,22.735312,-201.0,0.0,0.0,27.74732,-201.0,0.0,0.0,30.112196,-201.0,0.0,0.0,30.024382,-201.0,0.0,0.0,29.929123,-201.0
0.0,0.0,30.336151,-201.0,0.0,0.0,33.774418,-201.0,0.015726842,24.512714,20.223019,-78.746025,0.0,0.0,24.579323,-201.0,0.0,3.0223963,26.3127,-184.94562,0.013175696,29.35923,28.944944,-29.171907,0.035274852,16.630209,30.274342,-100.77082,0.0059188623,33.33936,33.58505,-5.444941,0.012878784,22.376457,30.967566,-73.23775,0.01203411,19.594797,32.46351,-65.89915,0.008068622,27.635725,25.608845,7.281015,0.0031612066,19.013708,31.097078,-78.26847,0.018352414,26.539042,30.456732,-47.130768,0.0076544727,23.924047,17.673468,-77.74555,0.0058256257,10.217023,30.83803,-146.12294,0.0,0.0,32.700657,-201.0,0.009028673,10.502732,32.984627,-110.90554,0.0,0.0,29.496935,-201.0,0.0,0.0,34.721535,-201.0,0.0,0.0,30.82506,-201.0
0.0,0.0,31.373444,-201.0,0.0,0.0,28.435055,-201.0,0.0,0.0,20.254854,-201.0,0.0023219027,11.344755,18.866034,-149.53969,0.015982633,31.708136,16.069265,-54.945095,0.017546253,33.703854,7.6026926,-33.130337,0.0381614,40.539005,18.331465,-12.283982,0.00879091,30.756475,19.259378,-66.018036,0.010185997,25.63754,20.859356,-91.61524,0.002299023,5.0002527,19.56442,-173.01546,0.002299023,10.115924,19.620623,-144.27654,0.0,0.0,7.622335,-201.0,0.0,0.0,15.868904,-201.0,0.0,0.0,17.516779,-201.0,0.0,0.0,27.827744,-201.0,0.0,0.0,31.144516,-201.0,0.0,0.0,28.182419,-201.0,0.0,0.0,28.286072,-201.0,0.0,0.0,30.057226,-201.0,0.0,0.0,28.56221,-201.0
0.0012148112,11.382252,17.30016,-134.73956,0.0031466966,18.061457,17.837677,-89.047005,0.0102403555,23.68648,14.734069,-53.508938,0.0065371348,10.112331,7.4144306,-133.93163,0.038968496,28.313751,28.590813,-21.509577,0.0235352,20.466824,18.760862,-78.82337,0.0,4.2205496,20.396545,-175.89268,0.010801602,32.93169,23.207846,-11.78914,0.0012887925,6.0506654,25.231964,-167.73007,0.0,4.2613406,21.605385,-174.66483,0.05262258,22.354286,29.859379,-61.948326,0.018437501,23.128489,15.467285,-60.709713,0.0052190893,16.705568,26.4994,-102.610435,0.02217207,15.631838,13.887603,-99.08524,0.016247666,26.12331,18.711071,-17.737785,0.0,0.0,12.752447,-201.0,0.016228883,12.717878,21.873585,-110.40163,0.017655617,18.969177,26.017994,-47.268135,0.016992766,16.505451,24.670427,-31.76746,0.0,0.0,14.586456,-201.0
0.003825887,24.63807,25.212788,-73.30488,0.011576676,25.975637,30.07873,-64.8409,0.013071811,37.621964,18.420654,-32.548286,0.005416546,35.512287,31.722055,-43.47738,0.0,0.0,-3.014111,-201.0,0.039475404,26.763449,14.445803,-66.64206,0.005226816,37.612213,25.18057,-0.54322696,0.015927237,35.64695,30.672659,-15.005536,0.0065015866,21.465513,21.029203,-82.734985,0.00594193,17.67265,15.836934,-107.46963,0.0,3.5272956,-5.220042,-182.4993,0.010321836,33.888634,23.29154,-8.048788,0.017809832,33.887115,18.559654,-6.481836,0.0012414096,13.26369,15.744342,-122.74282,0.0,16.19026,3.0501645,-106.68385,0.010976909,30.372974,14.275327,-7.7379036,0.01857053,29.675985,14.024076,-3.3063283,0.041037194,30.06551,33.22484,-14.456731,0.0028814853,5.9719405,14.024966,-165.06047,0.0,0.0,13.697779,-201.0
0.0,0.0,32.700745,-201.0,0.0,0.0,33.02927,-201.0,0.0,0.0,34.43501,-201.0,0.0,0.0,33.228394,-201.0,0.0,0.0,32.63676,-201.0,0.0,2.3927045,30.401623,-169.26091,0.0,0.0,30.454355,-201.0,0.0,0.0,21.767237,-201.0,0.007760209,26.037233,18.311687,-54.82396,0.005722302,29.212517,20.302393,-40.910133,0.016032355,24.066414,24.87489,-75.99715,0.0020300874,8.303332,16.016098,-155.39587,0.0021569678,2.198278,14.965685,-188.78864,0.0,0.0,25.89182,-201.0,0.0,0.0,34.27084,-201.0,0.0,0.0,34.13893,-201.0,0.0029751745,2.990124,33.08863,-169.13489,0.0,0.0,32.332638,-201.0,0.0,0.0,33.33375,-201.0,0.0,2.2106044,33.383255,-170.35274
0.0,0.0,31.388756,-201.0,0.0,0.0,31.184458,-201.0,0.00088543264,16.026838,22.9869,-100.91564,0.00088543264,2.6935627,6.5902386,-183.81941,0.021509742,36.836163,11.508141,-38.34065,0.0008481524,14.33448,27.112764,-134.0,0.0053307917,12.892592,17.83483,-138.85913,0.011619672,11.225322,12.027817,-132.76465,0.0,0.0,1.6830934,-201.0,0.0,0.0,-6.0748734,-201.0,0.009939847,41.144936,26.96868,-19.789967,0.043240916,29.396368,16.202667,-96.66059,0.0,0.0,16.244978,-201.0,0.0,0.0,17.453266,-201.0,0.0,0.0,29.825905,-201.0,0.0,0.0,30.330542,-201.0,0.0,0.0,32.117336,-201.0,0.0,0.0,31.91479,-201.0,0.0,0.0,31.428644,-201.0,0.0,0.0,29.667494,-201.0
0.0,5.662294,27.033697,-171.30373,0.029007316,28.381207,16.7059,-64.30096,0.022188358,40.10033,25.137323,-6.6968474,0.0021248441,12.172262,15.90733,-141.87567,0.015568366,30.679998,25.138477,-27.315397,0.025837818,36.05184,28.584976,-16.82224,0.0021688782,8.090883,24.637121,-163.93413,0.011127092,22.611559,21.371798,-71.72326,0.046476893,22.74124,25.234247,-40.840584,0.0,0.0,28.555853,-201.0,0.0,0.0,31.616976,-201.0,0.007184834,24.738419,22.766827,-75.06047,0.009177563,29.388718,25.22361,-53.15095,0.0033957157,5.5885324,12.069533,-171.13414,0.0105134975,35.90085,24.053162,-1.567036,0.0007713585,5.325214,12.011266,-170.52159,0.0067261513,14.560009,13.521287,-135.245,0.0030730942,21.452642,31.686035,-87.34749,0.008213741,27.387772,24.92942,-40.320183,0.00030568521,2.1919744,24.127256,-187.00513
