0.0,0.0.1,30.224895,-201.0,0.0.2,0.0.3,28.432049,-201.0.1,0.0.4,0.0.5,28.012838,-201.0.2,0.0.6,0.0.7,19.035397,-201.0.3,0.009448594,16.46814,18.81905,-126.928215,0.03498528,32.29038,23.800945,-1.3158523,0.011916765,31.659876,12.228251,-0.7552538,0.01849283,31.844805,16.662947,-1.2901781,0.020738833,31.118574,19.209452,-1.6310569,0.012125023,30.320917,15.419678,-0.39729533,0.031514786,31.172384,15.054078,4.7087092,0.01495908,15.547278,25.945219,-111.35406,0.0.8,0.0.9,24.470673,-201.0.4,0.0.10,0.0.11,18.561283,-201.0.5,0.0.12,0.0.13,17.336733,-201.0.6,0.0.14,0.0.15,27.206871,-201.0.7,0.0.16,0.0.17,31.939444,-201.0.8,0.0.18,0.0.19,30.942434,-201.0.9,0.0.20,0.0.21,31.213554,-201.0.10,0.0.22,0.0.23,29.791445,-201.0.11
0.0,0.0,38.16083,-201.0,0.0,0.0,36.425713,-201.0,0.0,0.0,33.888157,-201.0,0.0,2.2581458,22.935503,-165.43272,0.18924809,12.079024,28.941315,-106.35671,0.008974222,32.31213,26.23123,-64.4305,0.0,0.0,36.01258,-201.0,0.0068784105,16.735287,25.176863,-32.833908,0.0027240394,9.300474,21.422436,-111.09067,0.019695533,19.707825,24.424006,-47.050232,0.030043049,26.7478,35.2946,5.202888,0.07305747,31.875456,36.366695,-3.913591,0.059566103,34.17341,35.09597,-1.7689831,0.0012385477,5.6214323,35.284706,-166.11974,0.0115164155,11.539624,30.670341,-92.52415,0.0,0.0,25.997972,-201.0,0.0,0.0,27.685871,-201.0,0.0,0.0,32.877823,-201.0,0.0010639984,4.6242733,35.981327,-137.60666,0.0,7.2569475,36.06431,-92.04794
0.0,0.0,28.956053,-201.0,0.0,0.0,30.145233,-201.0,0.0,0.0,28.536886,-201.0,0.0,0.0,28.810455,-201.0,0.0,2.9351914,25.482552,-187.2617,0.013600385,32.33192,17.842443,-16.691998,0.010782704,35.376118,14.47008,-37.91676,0.016159048,32.208855,15.855863,-54.275696,0.024343526,26.535097,15.657702,-100.5,0.0,12.272059,-0.56972915,-141.09834,0.0066364077,36.76673,9.161288,-8.567439,0.0060556037,18.260088,26.2601,-100.7848,0.0,0.0,16.71363,-201.0,0.0,10.417579,17.780663,-139.59422,0.008148616,12.97139,19.60289,-116.7186,0.021359526,32.326843,27.376177,-5.386015,0.042810123,28.919018,35.968178,-29.30904,0.0,0.0,34.968204,-201.0,0.0,0.0,31.599993,-201.0,0.0,0.0,30.747833,-201.0
0.0,0.0,35.40789,-201.0,0.0,2.341155,27.012468,-167.33835,0.0,0.0,22.322199,-201.0,0.03855666,22.284733,29.449402,-83.13517,0.0018338955,5.6795835,7.030318,-163.64627,0.0,8.163172,-1.7912936,-153.06032,0.021125175,36.266518,17.642216,9.858582,0.0,0.0,19.031097,-196.35663,0.0,5.6000614,16.611767,-162.47746,0.0046553253,16.989891,16.542664,-84.929276,0.0,6.041671,15.179234,-165.18442,0.006290948,15.071167,24.039675,-111.64427,0.012296493,35.09935,33.225025,4.7168508,0.02866376,25.126278,19.947142,-30.820293,0.008795755,24.013836,28.846733,-47.398907,0.011305314,24.776964,21.81094,-38.42225,0.0,0.0,11.647539,-201.0,0.0,0.0,-13.575779,-201.0,0.0,2.640561,9.66881,-172.01903,0.0,0.0,31.534777,-195.80766
0.0,0.0,30.962778,-201.0,0.0,0.0,27.844807,-201.0,0.026415493,16.864166,22.393015,-112.85156,0.0058459616,26.902246,25.433004,-56.11101,0.018982764,23.845036,35.986134,-82.17773,0.014258233,29.026342,16.615496,-49.132927,0.0,0.0,16.96417,-201.0,0.006950606,11.926661,9.919399,-136.84909,0.00969848,35.799435,27.556795,-18.041101,0.009211497,34.95665,31.902578,-0.07729546,0.0093413675,34.685642,30.746489,-7.380737,0.008743559,37.24174,15.899899,-1.486649,0.009659962,27.211832,27.390894,-62.112206,0.0031580583,10.331721,20.229324,-146.751,0.004547776,11.995706,22.392435,-135.48027,0.0,0.0,25.506542,-201.0,0.0,0.0,26.520226,-201.0,0.0,0.0,32.627537,-201.0,0.0,0.0,32.067974,-201.0,0.0,0.0,28.312424,-201.0
0.0,0.0,33.305458,-201.0,0.09190502,27.388266,37.1404,-68.54131,0.19483943,42.049194,21.790169,-27.481987,0.030349322,27.67489,23.209768,-92.000145,0.0,3.0038211,13.564159,-188.79839,0.043225773,35.420414,35.515163,-18.998888,0.025437424,36.752193,24.200129,-3.5697231,0.026007712,33.117496,24.220964,-1.6272365,0.019681223,32.765396,28.672033,-0.7904727,0.039843302,22.50487,29.447062,-68.60227,0.018735206,19.248487,34.686527,-85.0187,0.0040496606,4.999284,29.507149,-169.79144,0.0,6.107657,21.718279,-167.5,0.028638365,34.800125,34.555706,-12.020949,0.025636846,30.919966,36.40529,-2.6371977,0.0009840245,2.5106924,34.17044,-185.41614,0.0,0.0,29.159908,-201.0,0.0,0.0,33.668293,-201.0,0.0,0.0,34.089504,-201.0,0.0,0.0,30.076319,-201.0
0.0,0.0,32.79041,-201.0,0.0,0.0,31.555874,-201.0,0.0,13.814331,23.22216,-130.54059,0.002756046,19.356485,16.288929,-100.5,0.019356113,25.59405,20.129932,-60.86194,0.009917484,36.2084,28.257261,-2.5605814,0.009246438,36.739285,28.536325,0.80134135,0.018546678,36.17462,24.383604,-5.9576774,0.020067476,27.469416,27.167433,-36.20001,0.003474027,17.307743,27.989582,-101.019356,0.013893385,36.88804,21.712526,2.6862373,0.0033006198,13.532709,23.10885,-129.46342,0.0,0.0,27.352077,-201.0,0.0,0.0,14.730588,-201.0,0.0,0.0,24.056593,-201.0,0.0,0.0,31.754597,-201.0,0.0,0.0,30.46844,-201.0,0.0,0.0,32.382618,-201.0,0.0,0.0,31.782837,-201.0,0.0,0.0,30.660488,-201.0
0.0,0.0,32.810127,-201.0,0.0,0.0,31.884007,-201.0,0.0,0.0,32.446278,-201.0,0.0,0.0,31.255669,-201.0,0.0,0.0,22.526346,-201.0,0.0,0.0,22.881618,-201.0,0.011358387,23.154173,22.250744,-47.77874,0.010949109,30.846453,19.797197,-5.0611596,0.012430512,16.482555,18.433834,-90.34307,0.015802493,20.798708,21.402468,-81.10139,0.0044440143,7.181017,26.154682,-152.93394,0.0,11.648257,33.188293,-134.96326,0.0061009517,8.680476,29.373241,-150.30923,0.0,0.0,31.088688,-201.0,0.0,0.0,29.829445,-201.0,0.0,0.0,26.289486,-201.0,0.0,0.0,31.916409,-201.0,0.0,0.0,33.84676,-201.0,0.0,0.0,33.867805,-201.0,0.0,0.0,32.695107,-201.0
0.0,0.0,30.80173,-201.0,0.0,0.0,21.319412,-201.0,0.0,0.0,26.783308,-201.0,0.002501887,20.264967,22.462826,-84.56207,0.012382058,27.341263,7.1488647,-46.122803,0.06580485,29.209953,21.285824,-59.652447,0.0,6.283944,24.8917,-162.5928,0.0150952935,25.245733,15.578202,-48.519276,0.0,0.0,19.881773,-201.0,0.05337511,33.4897,8.89071,-18.89381,0.0038310662,18.824615,10.5895815,-100.57314,0.00786607,28.024992,23.377743,-41.666515,0.014883753,28.136293,30.162735,-17.639837,0.0032052896,18.20326,8.522444,-88.939354,0.0040636165,20.767748,6.367768,-77.39269,0.0,0.0,19.091726,-201.0,0.0,0.0,26.779438,-201.0,0.0,0.0,26.03281,-201.0,0.0,0.0,30.706484,-201.0,0.0,0.0,30.163193,-201.0
0.0,0.0,28.326797,-201.0,0.014683115,15.049506,23.067337,-114.73322,0.023422034,31.49694,15.403107,-33.587395,0.011942998,21.809544,15.24931,-94.62344,0.012507851,26.26011,17.287132,-77.40029,0.0051361844,26.078552,10.624294,-39.385418,0.0010545433,12.60884,12.326262,-126.53826,0.0034697969,15.905666,8.286132,-116.49954,0.006193813,36.74535,8.810407,-6.198093,0.009413497,25.560223,16.442307,-53.619473,0.008154922,27.92188,22.60871,-30.207556,0.0029774755,13.838775,28.676344,-124.427864,0.003100236,8.994945,32.113583,-149.5815,0.009462397,22.119791,30.457644,-71.62795,0.008096732,10.266852,39.695408,-136.49422,0.0,0.0,25.60485,-201.0,0.0,0.0,26.649801,-201.0,0.0,0.0,28.84279,-201.0,0.0,0.0,28.574175,-201.0,0.0,0.0,26.210863,-201.0
0.0,0.0,33.52295,-201.0,0.0,0.0,34.638836,-201.0,0.0,0.0,25.892097,-201.0,0.0,0.0,19.635786,-201.0,0.0,0.0,14.628716,-193.69887,0.056034543,29.71347,13.4372835,-6.3885083,0.06583937,32.954803,22.654594,-1.0490584,0.018378727,29.465784,25.331713,-2.2470686,0.0016716644,13.738331,24.680595,-115.444664,0.0067856773,22.675499,28.31668,-61.584644,0.0,0.0,23.214481,-201.0,0.0,0.0,25.985706,-201.0,0.0,0.0,25.032894,-201.0,0.0,0.0,31.562918,-201.0,0.0,0.0,33.381775,-201.0,0.0,0.0,31.380884,-201.0,0.0,0.0,31.1631,-201.0,0.0,0.0,32.321316,-201.0,0.0,0.0,33.905594,-201.0,0.0,0.0,31.45575,-201.0
0.0,0.0,29.84891,-201.0,0.0,0.0,29.091215,-201.0,0.0,2.280032,21.37083,-182.33215,0.007802449,25.46302,19.871157,10.652834,0.007671933,21.50776,30.285164,-30.28082,0.011586898,26.132896,16.598396,12.999978,0.009873454,24.487034,19.439785,7.527603,0.01137711,19.898918,27.958778,-58.78396,0.08859191,23.555483,31.873823,-2.451296,0.020029519,22.97263,31.459259,-3.7841382,0.0066089346,12.836442,16.78068,-92.13513,0.0,0.0,12.775442,-201.0,0.002818433,11.694909,26.590399,-99.116936,0.009828434,18.186663,38.045033,-33.44782,0.0,0.0,34.611034,-201.0,0.0,0.0,29.355465,-201.0,0.0,0.0,34.10419,-201.0,0.0,0.0,31.415956,-201.0,0.0,0.0,31.114704,-201.0,0.0,0.0,31.220083,-201.0
0.0,0.0,31.781328,-201.0,0.0,0.0,31.35052,-201.0,0.0,2.812247,32.195686,-182.65349,0.001192267,25.990387,24.810266,-38.17944,0.010869857,40.823807,26.421951,-7.6438017,0.012861121,41.18218,19.659437,-7.3172855,0.005206284,40.388226,20.163458,-13.17896,0.019242773,40.78164,20.781519,-3.6710382,0.0056382073,25.623116,13.189627,-77.1254,0.007475236,19.373972,13.751834,-103.867165,0.014392333,14.90583,25.63473,-124.95093,0.005825965,24.898249,28.633583,-74.33469,0.008229402,37.67409,15.1273775,2.9523492,0.051038586,30.873148,20.454172,-15.412462,0.0,0.0,19.932295,-201.0,0.0,0.0,20.422426,-201.0,0.0,0.0,29.4466,-201.0,0.0,0.0,32.18491,-201.0,0.0,0.0,33.54864,-201.0,0.0,0.0,34.093235,-201.0
0.0,0.0,30.227411,-201.0,0.0,0.0,23.192802,-201.0,0.0,0.0,17.786898,-201.0,0.0,0.0,23.002422,-201.0,0.0,0.0,28.9519,-201.0,0.0,0.0,24.534636,-201.0,0.0,0.0,14.500204,-201.0,0.01567912,23.0433,31.332937,-38.85531,0.049128093,27.406168,29.11034,-40.435474,0.008278303,21.89705,28.186213,-43.447132,0.0,5.632563,25.994268,-161.80447,0.0,2.5438557,28.070684,-183.05922,0.0,0.0,29.144833,-201.0,0.0,0.0,26.41307,-201.0,0.0,0.0,29.633297,-201.0,0.0,0.0,32.555725,-201.0,0.0,0.0,30.126942,-201.0,0.0,0.0,30.844278,-201.0,0.0,0.0,27.527359,-201.0,0.0,0.0,27.409754,-201.0
0.0,0.0,33.811253,-201.0,0.0,0.0,31.226566,-201.0,0.0,0.0,30.651651,-201.0,0.0,0.0,29.97682,-201.0,0.0,0.0,31.937185,-201.0,0.044069912,29.863203,17.51893,-62.78961,0.033374626,27.742643,16.577522,-83.23563,0.014985091,43.64381,15.17262,-4.9886956,0.006967513,45.527103,11.674805,8.830718,0.023457924,47.687298,10.190667,-6.8784156,0.008456011,15.071019,19.298801,-138.58604,0.0023952427,15.178689,22.986052,-132.4813,0.017776512,45.32802,11.4093685,6.719297,0.011809339,42.973606,15.592584,-9.654771,0.0,0.0,14.439678,-201.0,0.0,0.0,15.503958,-201.0,0.0,0.0,24.254055,-201.0,0.0,0.0,32.421444,-201.0,0.0,0.0,30.491669,-201.0,0.0,0.0,32.16463,-201.0
0.0,0.0,31.985544,-201.0,0.0,0.0,32.990738,-201.0,0.0,6.5872498,30.909826,-173.20802,0.04080623,42.958755,25.136211,-14.470534,0.018222822,36.685272,15.6074705,-54.31234,0.01003831,18.47301,19.449417,-124.545815,0.016696246,42.41382,32.02502,-14.651359,0.0020815274,42.28538,18.486916,-2.8241148,0.017766457,38.784916,25.60714,-0.58300585,0.016063554,37.53011,24.709034,-4.2907352,0.016400464,26.725182,35.63355,-69.26662,0.0041820435,13.334962,25.09189,-142.84084,0.0,0.0,20.709826,-201.0,0.008468443,32.948624,18.427898,-36.75256,0.010252059,28.245491,32.08041,-51.842007,0.044573054,14.588187,42.302082,-115.10754,0.0,0.0,26.774803,-201.0,0.0,0.0,20.99264,-201.0,0.0,0.0,32.676025,-201.0,0.0,0.0,31.495611,-201.0
0.0,0.0,29.81309,-201.0,0.0,0.0,29.849169,-201.0,0.0,0.0,30.062838,-201.0,0.0,0.0,30.905119,-201.0,0.0,0.0,30.991066,-201.0,0.0,0.0,21.898912,-201.0,0.0054382468,14.476282,16.1445,-109.83222,0.023165166,33.52114,20.70027,-2.5815356,0.013939035,37.09572,14.136958,-1.2489121,0.0032995043,28.054283,14.55127,-57.33799,0.0,0.0,17.159182,-201.0,0.002550884,12.9024515,19.275856,-116.66497,0.0,0.0,19.641792,-201.0,0.0,0.0,8.738849,-201.0,0.0,0.0,21.470018,-201.0,0.0,0.0,28.070253,-201.0,0.0,0.0,30.169037,-201.0,0.0,0.0,31.025385,-201.0,0.0,0.0,29.08346,-201.0,0.0,0.0,30.620356,-201.0
0.0,0.0,32.18001,-201.0,0.0,0.0,32.61557,-201.0,0.0,0.0,29.893986,-201.0,0.0,0.0,24.376944,-201.0,0.0,0.0,25.040598,-201.0,0.0,0.0,26.46581,-201.0,0.008344779,34.110424,25.793772,-60.504303,0.00801751,21.505482,21.84534,-101.476524,0.0056984676,41.82707,19.808895,2.957601,0.025043856,42.27641,20.587185,-0.8608943,0.08608886,46.98062,25.214306,-1.4198732,0.0023101936,41.540813,16.216373,-1.4688815,0.0071953475,29.007442,15.718069,-63.94862,0.019383684,43.097614,18.595636,-2.8290644,0.0018933887,43.822742,15.417297,1.4985948,0.0016360541,43.460426,9.737247,0.4223842,0.0066551245,40.05067,16.864098,-13.006045,0.0,0.0,17.451218,-201.0,0.0,0.0,22.914486,-201.0,0.0,0.0,27.563082,-201.0
0.0,0.0,31.391632,-201.0,0.0,0.0,30.609257,-201.0,0.0,2.0232437,28.465773,-187.11325,0.008068379,32.8596,22.737106,-16.567066,0.011543929,25.607113,28.938507,-71.07299,0.0218773,26.686275,15.868345,-41.601437,0.005135327,31.719189,9.80744,4.0282793,0.0071307225,22.584415,22.515295,-53.361366,0.012183446,34.625267,29.164999,4.202407,0.0053611496,34.63729,26.547134,5.819209,0.0027316012,9.710342,19.168354,-145.07971,0.0,0.0,6.149443,-201.0,0.0047999187,21.090029,18.56611,-84.6621,0.0354299,29.1976,31.460772,-82.87873,0.0,0.0,32.498657,-201.0,0.0,0.0,31.056246,-201.0,0.0,0.0,31.407446,-201.0,0.0,0.0,32.690617,-201.0,0.0,0.0,31.732222,-201.0,0.0,0.0,30.617897,-201.0
0.0,0.0,32.018612,-201.0,0.0,0.0,32.20459,-201.0,0.0,0.0,30.926785,-201.0,0.0,0.0,31.029255,-195.20316,0.01844362,38.58511,16.295631,-10.780069,0.027924633,38.254803,21.989292,-4.654123,0.015860392,36.095924,19.131575,-0.013331175,0.0025832513,35.91077,14.594333,-0.5550839,0.012915874,35.884792,17.278267,-2.7637072,0.013481532,35.79297,9.65017,-0.6127108,0.00768788,21.858644,16.845158,-103.07417,0.015003413,50.831257,21.700525,-6.73686,0.0024440698,50.81638,17.411621,-0.19881639,0.018776448,20.78767,24.103777,-130.189,0.0,0.0,28.34736,-201.0,0.0,0.0,15.365125,-201.0,0.0,0.0,27.236439,-201.0,0.0,0.0,28.95467,-201.0,0.0,0.0,28.78941,-201.0,0.0,0.0,30.740017,-201.0
0.0,0.0,22.048307,-201.0,0.0,0.0,26.657536,-201.0,0.0,0.0,26.25509,-201.0,0.012164385,15.889058,16.16553,-107.7472,0.0,0.0,8.49948,-201.0,0.00991795,25.890123,21.60934,-35.80037,0.0038625742,32.126503,29.781088,-5.322801,0.014303381,34.425365,13.834357,5.846969,0.020037055,35.058117,14.785532,0.16630104,0.011511167,22.082218,16.581758,-75.583694,0.0076350276,20.916622,12.453984,-68.35269,0.0,2.1891382,16.541302,-187.2498,0.0036659068,32.971703,18.95908,8.436119,0.0010757913,7.229827,6.380796,-157.38277,0.0,0.0,9.839594,-201.0,0.0,0.0,13.689001,-201.0,0.0,0.0,30.064135,-201.0,0.0,0.0,31.78516,-201.0,0.0,0.0,32.897736,-201.0,0.0,0.0,33.88866,-201.0
